"시·군·구별","전문인력별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"수성구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","17","20","22","26","29","33","40","42","39",
"수성구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","19","22","21","21","22","20","19","19","21","21",
"수성구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"수성구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"수성구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"수성구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","4","6","5","5","5","5","7","9","11",
"수성구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","0","0","-","-","1","3","3",
"수성구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","4","5","5","5","5","5","6","6","8",
"수성구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2086","2257","2622","2792","2929","2983","3662","3830","4369","4972",
"수성구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1925","2081","2449","2628","2746","2810","3482","3654","4195","4783",
"수성구","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","169","178","178","166","188","177","181","178","176","191",
"수성구","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","3","3","3","4","4","4","4","4","4",
"수성구","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","1","1","1","1","1","1",
"수성구","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","3","3","3","4","4","4","4","4","4",
"달서구","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","49","74","90","113","143","197","236","274","311","349",
"달서구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","32","53","63","88","120","162","200","238","263","293",
"달서구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","22","28","25","23","35","36","36","48","56",
"달서구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","11","12","19","17","17","18","18","24",
"달서구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","1","0","-","-","-","-","0",
"달서구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","11","12","19","17","17","18","18","24",
"달서구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","27","23","19","23","25","28","44","42","47","43",
"달서구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","14","11","9","12","15","18","34","30","35","31",
"달서구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","14","12","10","11","10","10","10","12","13","12",
"달서구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","62","67","68","71","75","87","112","116","114","131",
"달서구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","29","34","35","37","39","45","67","70","69","77",
"달서구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","42","42","44","44","45","50","54","55","54","65",
"달서구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달서구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달서구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달서구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","9","9","8","7","10","12","17","21","22",
"달서구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","2","6","7","6",
"달서구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","9","9","8","7","10","11","12","16","17",
"달서구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2395","2617","2940","3116","3369","3849","4740","5019","5434","6110",
"달서구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2104","2322","2649","2819","3046","3496","4355","4603","5017","5605",
"달서구","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","306","306","304","305","335","363","398","428","432","519",
"달서구","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","5","6","7","7","8","8","8","10","10",
"달서구","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","1","-","-","0",
"달서구","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","5","6","7","7","7","7","8","10","10",
"달성군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","42","61","66","59","70","79","95","108","123","143",
"달성군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","18","25","26","34","38","47","53","61","78",
"달성군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","36","44","41","33","36","41","48","55","63","66",
"달성군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","5","11","29","25","29","26","31","27",
"달성군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","0","-","-","-","-","0",
"달성군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","5","11","29","25","29","26","31","27",
"달성군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","26","20","20","25","23","23","23","22","24",
"달성군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","3","3","3","5","1","3","1","1","4",
"달성군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","24","23","17","17","20","22","22","22","21","20",
"달성군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","41","43","46","47","52","53","62","63","78","80",
"달성군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","16","18","17","18","18","23","26","28","30",
"달성군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","35","37","39","42","47","46","52","52","65","66",
"달성군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달성군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달성군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"달성군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","13","11","13","13","14","16","18","22","23",
"달성군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","2","3","3","5","4","5","6",
"달성군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","13","11","13","13","14","16","17","20","21",
"달성군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","784","842","963","1018","1192","1273","1380","1416","1625","1964",
"달성군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","387","431","537","583","723","777","866","897","1047","1375",
"달성군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","416","421","437","441","475","502","520","526","582","598",
"달성군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","9","9","9","9","10","11","12","10","8",
"달성군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","1","-","-","0",
"달성군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","9","9","9","9","10","10","12","10","8",
"인천","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","439","623","772","842","1115","1356","1593","1815","2034","2273",
"인천","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","195","324","409","489","721","898","1083","1210","1349","1511",
"인천","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","250","308","370","354","395","460","512","608","688","768",
"인천","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","58","60","83","86","119","124","133","144","153","159",
"인천","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","9","8","10","7","6","4","3","3","3",
