"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"광주광역시","개인","방문목욕","기관수[개]","개","203","205","225","240","255","250","348","347","326","333",
"광주광역시","개인","방문간호","기관수[개]","개","12","11","10","10","10","9","21","22","26","28",
"광주광역시","개인","주야간보호","기관수[개]","개","27","34","41","55","59","74","100","113","114","122",
"광주광역시","개인","주야간보호","정원[명]","명","286","440","692","1217","1553","2107","3301","4322","4702","5177",
"광주광역시","개인","단기보호","기관수[개]","개","0","0","1","0","0","-","1","1","1","1",
"광주광역시","개인","단기보호","정원[명]","명","0","0","4","0","0","-","4","4","4","4",
"광주광역시","개인","복지용구","기관수[개]","개","43","45","46","52","56","58","68","60","56","62",
"광주광역시","개인","통합재가서비스","기관수[개]","개","","","","","","","","","0","1",
"광주광역시","개인","시설","기관수[개]","개","48","53","53","48","49","45","45","45","47","50",
"광주광역시","개인","시설","정원[명]","명","1030","1062","1117","1067","1161","1106","1154","1210","1295","1404",
"광주광역시","개인","노인요양시설","기관수[개]","개","22","24","27","28","31","31","30","31","33","37",
"광주광역시","개인","노인요양시설","정원[명]","명","812","817","894","896","1008","990","1029","1093","1178","1296",
"광주광역시","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"광주광역시","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"광주광역시","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"광주광역시","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"광주광역시","개인","노인요양공동생활가정","기관수[개]","개","26","29","26","20","18","14","15","14","14","13",
"광주광역시","개인","노인요양공동생활가정","정원[명]","명","218","245","223","171","153","116","125","117","117","108",
"광주광역시","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"광주광역시","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"광주광역시","기타","계","기관수[개]","개","","1","3","4","3","3","6","6","4","4",
"광주광역시","기타","계","정원[명]","명","","0","0","0","0","-","32","60","0","0",
"광주광역시","기타","재가","기관수[개]","개","","1","3","4","3","3","6","6","4","4",
"광주광역시","기타","재가","정원[명]","명","","0","0","0","0","-","32","60","0","0",
"광주광역시","기타","방문요양","기관수[개]","개","","1","3","3","2","2","4","4","3","3",
"광주광역시","기타","방문목욕","기관수[개]","개","","1","1","1","2","2","4","4","3","3",
"광주광역시","기타","방문간호","기관수[개]","개","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","주야간보호","기관수[개]","개","","0","0","0","0","-","1","1","0","0",
"광주광역시","기타","주야간보호","정원[명]","명","","0","0","0","0","-","32","60","0","0",
"광주광역시","기타","단기보호","기관수[개]","개","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","단기보호","정원[명]","명","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","복지용구","기관수[개]","개","","0","0","1","1","1","2","2","1","1",
"광주광역시","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"광주광역시","기타","시설","기관수[개]","개","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","시설","정원[명]","명","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","노인요양시설","기관수[개]","개","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","노인요양시설","정원[명]","명","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","노인요양공동생활가정","기관수[개]","개","","0","0","0","0","-","-","-","0","0",
"광주광역시","기타","노인요양공동생활가정","정원[명]","명","","0","0","0","0","-","-","-","0","0",
"대전광역시","계","계","기관수[개]","개","523","562","617","656","667","711","827","827","840","850",
"대전광역시","계","계","정원[명]","명","4734","5529","6358","7390","7878","9166","10549","11257","12220","13220",
"대전광역시","계","재가","기관수[개]","개","421","449","502","536","548","587","699","691","696","703",
"대전광역시","계","재가","정원[명]","명","638","993","1600","2250","2774","3619","4475","4877","5586","6050",
"대전광역시","계","방문요양","기관수[개]","개","344","362","399","426","428","462","568","553","548","552",
"대전광역시","계","방문목욕","기관수[개]","개","311","326","360","377","383","401","465","446","433","429",
"대전광역시","계","방문간호","기관수[개]","개","18","19","19","20","26","26","43","41","38","40",
"대전광역시","계","주야간보호","기관수[개]","개","40","53","74","90","101","118","138","147","157","162",
"대전광역시","계","주야간보호","정원[명]","명","631","986","1593","2243","2767","3612","4468","4867","5576","6043",
"대전광역시","계","단기보호","기관수[개]","개","1","1","1","1","1","1","1","2","2","1",
"대전광역시","계","단기보호","정원[명]","명","7","7","7","7","7","7","7","10","10","7",
"대전광역시","계","복지용구","기관수[개]","개","53","55","61","68","69","69","76","73","75","75",
"대전광역시","계","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"대전광역시","계","시설","기관수[개]","개","102","113","115","120","119","124","128","136","144","147",
"대전광역시","계","시설","정원[명]","명","4096","4536","4758","5140","5104","5547","6074","6380","6634","7170",
"대전광역시","계","노인요양시설","기관수[개]","개","68","74","76","81","81","86","88","93","98","104",
"대전광역시","계","노인요양시설","정원[명]","명","3809","4204","4422","4807","4770","5214","5725","6002","6229","6789",
"대전광역시","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"대전광역시","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"대전광역시","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"대전광역시","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"대전광역시","계","노인요양공동생활가정","기관수[개]","개","34","39","39","39","38","38","40","43","46","43",
"대전광역시","계","노인요양공동생활가정","정원[명]","명","287","332","336","333","334","333","349","378","405","381",
"대전광역시","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"대전광역시","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"대전광역시","지방자치단체","계","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","계","정원[명]","명","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","재가","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","재가","정원[명]","명","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","방문요양","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","방문목욕","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","방문간호","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","주야간보호","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","주야간보호","정원[명]","명","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","단기보호","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","단기보호","정원[명]","명","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","복지용구","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"대전광역시","지방자치단체","시설","기관수[개]","개","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","시설","정원[명]","명","","","","","","-","-","-","0","0",
"대전광역시","지방자치단체","노인요양시설","기관수[개]","개","","","","","","-","-","-","0","0",
