"시·군·구별","성별","등급별","자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구","여자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","367","","","","","","","","","",
"대구","여자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","212","","","","","","","","","",
"대구","여자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5","","","","","","","","","",
"대구","여자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9","","","","","","","","","",
"대구","여자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","141","","","","","","","","","",
"인천","합계","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","26059","28081","30243","32870","36478","40658","45253","49266","54043","57448",
"인천","합계","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17427","18342","19299","20811","22918","19151","21049","23017","23748","24619",
"인천","합계","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3272","3887","4331","4814","5508","12408","14005","14824","17845","19501",
"인천","합계","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","276","284","313","356","417","458","596","573","581","584",
"인천","합계","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5084","5568","6300","6889","7635","8641","9603","10852","11869","12744",
"인천","합계","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1620","1643","1658","1774","1853","1958","1984","1917","2105","2284",
"인천","합계","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1098","1091","1068","1164","1165","871","875","853","860","895",
"인천","합계","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","269","274","289","295","346","688","712","658","794","876",
"인천","합계","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14","14","16","14","26","31","27","27","31","26",
"인천","합계","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","239","264","285","301","316","368","370","379","420","487",
"인천","합계","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3759","3703","3702","3863","4135","4505","4524","4480","4845","5074",
"인천","합계","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2510","2403","2298","2420","2557","1916","1891","1922","1907","1996",
"인천","합계","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","645","695","785","713","838","1738","1760","1655","1939","2020",
"인천","합계","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","37","38","34","42","43","44","66","49","57","73",
"인천","합계","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","567","567","585","688","697","807","807","854","942","985",
"인천","합계","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","13951","8787","9165","9907","10660","11596","12317","13129","14340","15353",
"인천","합계","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9196","5695","5869","6341","6725","5111","5440","5919","6004","6153",
"인천","합계","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2204","1589","1650","1807","1980","4369","4628","4703","5504","6055",
"인천","합계","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","147","94","91","95","127","108","140","144","145","146",
"인천","합계","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2404","1409","1555","1664","1828","2008","2109","2363","2687","2999",
"인천","합계","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","6643","8291","9745","11541","13608","16867","19752","22471","24167",
"인천","합계","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4199","5153","5885","6990","5882","7241","8541","9112","9606",
"인천","합계","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1094","1346","1700","1942","4553","5605","6363","7941","8733",
"인천","합계","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","60","82","110","123","168","242","234","252","251",
"인천","합계","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1290","1710","2050","2486","3005","3779","4614","5166","5577",
"인천","합계","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","421","767","1154","1746","2205","2885","3474","3818","3971",
"인천","합계","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","317","543","771","1181","1049","1343","1642","1740","1761",
"인천","합계","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","56","106","165","244","736","934","1071","1260","1362",
"인천","합계","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1","3","16","20","32","50","42","39","32",
"인천","합계","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","47","115","202","301","388","558","719","779","816",
"인천","합계","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","492","556","648","710","715",
"인천","합계","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","254","291","341","370","351",
"인천","합계","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","158","189","197","229","239",
"인천","합계","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","5","1","3","3","4",
"인천","합계","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","75","75","107","108","121",
"인천","합계","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","6884","6660","6427","6543","6294","6120","5866","5754","5884",
"인천","합계","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4637","4368","4230","4300","4068","3968","3799","3755","3857",
"인천","합계","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","179","155","134","158","166","177","177","178","216",
"인천","합계","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","77","87","79","78","70","70","74","54","52",
"인천","합계","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1991","2050","1984","2007","1990","1905","1816","1767","1759",
"인천","합계","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4164","","","","","","","","","",
"인천","합계","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3046","","","","","","","","","",
"인천","합계","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","123","","","","","","","","","",
"인천","합계","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","49","","","","","","","","","",
"인천","합계","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","946","","","","","","","","","",
"인천","합계","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1989","","","","","","","","","",
"인천","합계","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1205","","","","","","","","","",
"인천","합계","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","23","","","","","","","","","",
"인천","합계","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","22","","","","","","","","","",
"인천","합계","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","739","","","","","","","","","",
"인천","합계","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","576","","","","","","","","","",
"인천","합계","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","372","","","","","","","","","",
"인천","합계","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"인천","합계","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7","","","","","","","","","",
"인천","합계","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","189","","","","","","","","","",
"인천","남자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6390","6922","7539","8212","9284","10599","11938","13136","14674","15956",
"인천","남자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4438","4718","4990","5393","6025","5160","5748","6321","6650","7100",
